Period,Window,Factor,Type,Ann_Return,Ann_Volatility,Sharpe_Ratio,Max_Drawdown
Crash_2015 (股灾),63d,hml,Original,0.02298857005301204,0.17089770274859778,0.13451655395760234,0.20870959803235245
Crash_2015 (股灾),63d,hml,VMP_Gross,0.01268070292087847,0.044740905497514014,0.2834252632992209,0.05345736365753797
Crash_2015 (股灾),63d,hml,VMP_Net,0.011082059581111187,0.044732344690681915,0.24774153149677539,0.05406267713308136
Crash_2015 (股灾),63d,rmw,Original,0.07257613768915659,0.3084338929830439,0.23530532584221037,0.3350882165174904
Crash_2015 (股灾),63d,rmw,VMP_Gross,0.18453278703034393,0.08059509560689199,2.2896279933758628,0.051497888334316004
Crash_2015 (股灾),63d,rmw,VMP_Net,0.18222189750831982,0.08050324518318809,2.263534806499629,0.05200483448295355
Crash_2015 (股灾),63d,cma,Original,-0.18255750279844332,0.16637715733946692,-1.0972510031888747,0.21217855084174958
Crash_2015 (股灾),63d,cma,VMP_Gross,0.014893000351497576,0.06698184903811917,0.2223438224737871,0.06546391141400844
Crash_2015 (股灾),63d,cma,VMP_Net,0.011661975053444257,0.066962572440858,0.17415661657479226,0.06641330765835479
Crash_2015 (股灾),63d,umd,Original,-0.8503838040144578,0.2514078064420998,-3.382487664360989,0.4595030276059337
Crash_2015 (股灾),63d,umd,VMP_Gross,-0.5225483810715943,0.12631925923149795,-4.136727718723796,0.31040996786051167
Crash_2015 (股灾),63d,umd,VMP_Net,-0.5268029689026607,0.12639977482555112,-4.167752431756468,0.3122442301125232
Crash_2018 (贸易战),63d,mkt_rf,Original,-0.3198278978222221,0.2242203275160459,-1.4264001010315812,0.329924576422669
Crash_2018 (贸易战),63d,mkt_rf,VMP_Gross,-0.4543354411796417,0.28628343981183907,-1.5870126524896286,0.4738259270706253
Crash_2018 (贸易战),63d,mkt_rf,VMP_Net,-0.4619829100284889,0.28627125163034484,-1.6137942856554675,0.47703378228583576
Crash_2018 (贸易战),63d,smb,Original,-0.042267699392592624,0.11050445406216466,-0.3824976988603082,0.13208553297121897
Crash_2018 (贸易战),63d,smb,VMP_Gross,-0.09790193130923107,0.1260566332013833,-0.7766503739063588,0.18359680755999674
Crash_2018 (贸易战),63d,smb,VMP_Net,-0.10453737751972367,0.12611516038686776,-0.8289041317399699,0.18811271816269137
Crash_2018 (贸易战),63d,hml,Original,0.06195066712592594,0.1114244513789182,0.5559880830397983,0.161464245121239
Crash_2018 (贸易战),63d,hml,VMP_Gross,0.10027641237708766,0.08571937792264017,1.1698219796646785,0.12321370474503245
